Protein,Adipose tissue / adipocytes,Adrenal gland / glandular cells,Bone marrow / hematopoietic cells,Breast / adipocytes,Breast / glandular cells,Breast / myoepithelial cells,Caudate / glial cells,Caudate / neuronal cells,Cerebral cortex / endothelial cells,Cerebral cortex / glial cells,Cerebral cortex / neuronal cells,Cerebral cortex / neuropil,Colon / endothelial cells,Endometrium 1 / cells in endometrial stroma,Endometrium 1 / glandular cells,Endometrium 2 / cells in endometrial stroma,Endometrium 2 / glandular cells,Epididymis / glandular cells,Esophagus / squamous epithelial cells,Gallbladder / glandular cells,Heart muscle / cardiomyocytes,Hippocampus / glial cells,Hippocampus / neuronal cells,Kidney / cells in glomeruli,Liver / cholangiocytes,Liver / hepatocytes,Lung / macrophages,Lymph node / non-germinal center cells,Oral mucosa / squamous epithelial cells,Ovary / ovarian stroma cells,Pancreas / exocrine glandular cells,Prostate / glandular cells,Salivary gland / glandular cells,Seminal vesicle / glandular cells,Skeletal muscle / myocytes,Skin 1 / melanocytes,Smooth muscle / smooth muscle cells,Soft tissue 2 / fibroblasts,Spleen / cells in red pulp,Spleen / cells in white pulp,Stomach 1 / glandular cells,Stomach 2 / glandular cells,Testis / Leydig cells,Thyroid gland / glandular cells,Tonsil / germinal center cells,Tonsil / non-germinal center cells,Tonsil / squamous epithelial cells,Urinary bladder / urothelial cells,Vagina / squamous epithelial cells
ENSP00000318982,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0
ENSP00000308258,2.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0
ENSP00000264110,1.0,3.0,3.0,0.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0
ENSP00000477590,1.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0
ENSP00000219746,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000380401,1.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0
ENSP00000360133,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0
ENSP00000302657,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0
ENSP00000342710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSP00000339659,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSP00000268379,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
ENSP00000267890,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0
ENSP00000373215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000497280,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0
ENSP00000385021,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0
ENSP00000496593,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSP00000322421,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000472474,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0
ENSP00000358142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000262482,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0
ENSP00000359271,2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
ENSP00000238018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000326879,0.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
ENSP00000287777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000336894,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSP00000329137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000309376,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0
ENSP00000373347,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSP00000334938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSP00000341382,2.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0
ENSP00000475939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000308938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000374280,3.0,3.0,3.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
ENSP00000356355,1.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0
ENSP00000419185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000054650,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
ENSP00000359160,0.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0
ENSP00000323355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000353245,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
ENSP00000296504,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
ENSP00000362942,1.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0
ENSP00000386433,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0
ENSP00000352314,0.0,3.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0
ENSP00000358904,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0
ENSP00000260950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000420176,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0
ENSP00000353654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000207549,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
ENSP00000008527,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0
ENSP00000387246,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0
ENSP00000358865,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000321573,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
ENSP00000323328,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSP00000378427,0.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0
ENSP00000355470,2.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,3.0,3.0,2.0
ENSP00000005995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000005284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000202677,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0
ENSP00000376268,1.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
ENSP00000316675,2.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,3.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0,2.0,3.0,0.0,2.0,3.0,3.0,3.0
ENSP00000385746,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0
ENSP00000295213,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000245479,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,3.0,2.0,2.0,3.0,3.0,3.0
ENSP00000353770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
